# Time-averaged data for fix msd
# TimeStep c_msd[4]
1400000 679.19
1410000 972.6
1420000 1119.06
1430000 1247.54
1440000 1567.32
1450000 1782.08
1460000 1867.92
1470000 2070.61
1480000 2337.25
1490000 2445.95
1500000 2763.93
1510000 2722.55
1520000 2679.02
1530000 2692.93
1540000 2767.41
1550000 2994.71
1560000 3104.68
1570000 3204.37
1580000 3312.37
1590000 3381.62
1600000 3400.09
1610000 3582.54
1620000 3824.05
1630000 4020.48
1640000 4177.44
1650000 4245.09
1660000 4376.19
1670000 4458.58
1680000 4514.78
1690000 4711.03
1700000 4859.6
1710000 4760.29
1720000 5015.11
1730000 5009.32
1740000 5092.74
1750000 5227.78
1760000 5304.08
1770000 5194.52
1780000 5187.9
1790000 5097.04
1800000 5109.44
1810000 5419.66
1820000 5554.76
1830000 5689.13
1840000 5539.76
1850000 5580.17
1860000 5878.26
1870000 6025.68
1880000 6380
1890000 6436.61
1900000 6539.65
1910000 6683.98
1920000 6781.4
1930000 6768.77
1940000 6831.18
1950000 6651.16
1960000 6478.39
1970000 6464.85
1980000 6443.31
1990000 6409.68
2000000 6713.64
2010000 6508.67
2020000 6380.56
2030000 6479.38
2040000 6758.75
2050000 6727.72
2060000 6931.33
2070000 6867.24
2080000 6607.97
2090000 7004.69
2100000 7382.09
2110000 7470.43
2120000 7528.73
2130000 7814.99
2140000 8237.92
2150000 8490.31
2160000 8576.66
2170000 8349.8
2180000 8166.23
2190000 7949.95
2200000 7952.21
2210000 8179.09
2220000 8360.19
2230000 8359.89
2240000 8412.36
2250000 8556.91
2260000 8508.58
2270000 8707.21
2280000 8820.83
2290000 9006.46
2300000 8891.24
2310000 9371.71
2320000 9401.52
2330000 9177.21
2340000 9331.83
2350000 9589.2
2360000 9833.35
2370000 9583.44
2380000 9648.78
2390000 9593.77
2400000 9573.57
2410000 9390.78
2420000 9370.59
2430000 9432.65
2440000 9621.62
2450000 10308.9
2460000 10802.2
2470000 11032.4
2480000 10728.4
2490000 10516.9
2500000 10534.3
2510000 10887
2520000 10903
2530000 10592.3
2540000 10478.8
2550000 10482.8
2560000 10495
2570000 10621.4
2580000 10234.9
2590000 10548
2600000 10720.7
2610000 10638.5
2620000 10535
2630000 10812.3
2640000 10896.1
2650000 10945.6
2660000 10929.9
2670000 10899.1
2680000 10987.4
2690000 10581
2700000 10551.7
2710000 10731.8
2720000 10806.1
2730000 11018
2740000 11286
2750000 11357.2
2760000 11813.3
2770000 12020.7
2780000 12477.7
2790000 12365.5
2800000 12545.2
2810000 12606.1
2820000 12459.9
2830000 12235.6
2840000 12416.9
2850000 12684.2
2860000 12779.4
2870000 12987.4
2880000 12989.2
2890000 13046.4
2900000 13129.4
2910000 13289
2920000 13586.9
2930000 13404.4
2940000 13345.9
2950000 13678.3
2960000 13673.2
2970000 13681.8
2980000 13500.6
2990000 13541.8
3000000 13786.1
3010000 13444.9
3020000 13591.3
3030000 13522.9
3040000 13602.7
3050000 13508.3
3060000 13507.1
3070000 13886
3080000 13885.8
3090000 13814.6
3100000 13904.4
3110000 14093
3120000 14046.5
3130000 14055.2
3140000 14147
3150000 14180.4
3160000 14099
3170000 14460.9
3180000 14536.1
3190000 14466
3200000 14319.5
3210000 14465.8
3220000 14469.4
3230000 14920.4
3240000 14911.3
3250000 14774.8
3260000 15582.9
3270000 15657.1
3280000 15910
3290000 16262.8
3300000 16101.5
3310000 16596
3320000 16796.7
3330000 17241.1
3340000 17278.2
3350000 17020.1
3360000 17684.3
3370000 18216.3
3380000 18549.6
3390000 18478.5
3400000 18945.7
3410000 18538
3420000 18837.1
3430000 18578.9
3440000 18139.3
3450000 17797.5
3460000 17573.5
3470000 17334.1
3480000 17700.5
3490000 18046.5
3500000 17720.4
3510000 17876.2
3520000 17696
3530000 17652.8
3540000 17239.5
3550000 17368.5
3560000 17220
3570000 16888.9
3580000 16810.8
3590000 16979
3600000 16923.9
3610000 17012
3620000 17391.7
3630000 17244.3
3640000 17442.6
3650000 17102.1
3660000 16821
3670000 16791.9
3680000 17086.4
3690000 17089.1
3700000 17168.1
3710000 17487
3720000 17773.4
3730000 18100
3740000 18036.8
3750000 18009
3760000 18300.6
3770000 18321.6
3780000 18433.3
3790000 17970.3
3800000 17731.3
3810000 17878.6
3820000 18050.5
3830000 18276
3840000 18445.2
3850000 18012.7
3860000 18160.5
3870000 18535.8
3880000 18381.8
3890000 19086.4
3900000 19119.9
3910000 19512.9
3920000 19933.2
3930000 19870.3
3940000 19774.3
3950000 19968.1
3960000 20251.3
3970000 20300.1
3980000 20249.8
3990000 20584.1
4000000 20840.6
4010000 20349.2
4020000 20305.5
4030000 20394.9
4040000 20236.1
4050000 20164.5
4060000 20219.8
4070000 20536.2
4080000 21268.5
4090000 21800.3
4100000 21419.6
4110000 20871.1
4120000 20608.9
4130000 20156.4
4140000 19817.8
4150000 19564.1
4160000 19981.5
4170000 19988.3
4180000 20075.4
4190000 20405.6
4200000 20406.2
4210000 20727
4220000 20756.1
4230000 20850.3
4240000 20854
4250000 21150.3
4260000 21158
4270000 21377.6
4280000 21136.3
4290000 21189.4
4300000 21394.9
4310000 20898.7
4320000 21008.3
4330000 21595.2
4340000 21217.9
4350000 21240.8
4360000 21237
4370000 21300
4380000 21515.3
4390000 21227.9
4400000 21646.2
4410000 21890.3
4420000 21934.6
4430000 21836.7
4440000 21878.2
4450000 22091.1
4460000 22244.2
4470000 22341
4480000 22347.5
4490000 22652.4
4500000 23047.9
4510000 22834.2
4520000 22549.7
4530000 22195
4540000 22030.7
4550000 21971.1
4560000 22158.7
4570000 22364.3
4580000 22672.3
