# Time-averaged data for fix msd
# TimeStep c_msd[4]
1400000 717.551
1410000 969.575
1420000 1224.14
1430000 1531.61
1440000 1639.79
1450000 1753.14
1460000 1936.09
1470000 2211.71
1480000 2383.62
1490000 2675.45
1500000 2589.07
1510000 2659.7
1520000 2777.25
1530000 2801.49
1540000 2936.21
1550000 2914.03
1560000 3282.62
1570000 3455.08
1580000 3394.44
1590000 3449.44
1600000 3625.3
1610000 3989.84
1620000 3949.84
1630000 3864.54
1640000 3993.27
1650000 4102.31
1660000 4131.26
1670000 4086.95
1680000 4197.02
1690000 4276.44
1700000 4463.32
1710000 4714.44
1720000 4923.59
1730000 4939.75
1740000 5126.5
1750000 5359.12
1760000 5428.46
1770000 5505.61
1780000 5790.34
1790000 5655.91
1800000 5494.65
1810000 5312.44
1820000 5436.39
1830000 5471.69
1840000 5461.14
1850000 5541.09
1860000 5562.2
1870000 5525.4
1880000 5500.95
1890000 5773.75
1900000 5686.02
1910000 6005.21
1920000 6595.91
1930000 6667.59
1940000 6700.51
1950000 7040.45
1960000 7176.83
1970000 6881.43
1980000 6751.69
1990000 6795.35
2000000 6857.58
2010000 6963.32
2020000 7130.08
2030000 7345.03
2040000 7358.66
2050000 7624.88
2060000 7770.58
2070000 8030.21
2080000 8149.22
2090000 7950.41
2100000 8401.55
2110000 8639.97
2120000 8432.14
2130000 8299.87
2140000 8443.33
2150000 8644.07
2160000 8718.1
2170000 8859.2
2180000 8903.65
2190000 9246.07
2200000 9631.83
2210000 9980.97
2220000 9762.92
2230000 9825.55
2240000 9730.65
2250000 9765.25
2260000 9599.07
2270000 9842.3
2280000 10016.8
2290000 10049.2
2300000 10073.2
2310000 10274.5
2320000 10402.4
2330000 10818.9
2340000 11258.5
2350000 11354.9
2360000 11595.6
2370000 11706.6
2380000 11983.4
2390000 12395.9
2400000 12506.1
2410000 12418.6
2420000 12437.5
2430000 12337
2440000 12558.1
2450000 12937.7
2460000 13566
2470000 13253.4
2480000 13200.4
2490000 12808.2
2500000 12877.3
2510000 12800.4
2520000 12888.3
2530000 12965.4
2540000 12987.9
2550000 12796.3
2560000 13173.6
2570000 13358.5
2580000 13480.1
2590000 13753.8
2600000 14542.5
2610000 14922.3
2620000 14682.2
2630000 14737.3
2640000 14610.9
2650000 14353.3
2660000 14641
2670000 14682.3
2680000 14837.5
2690000 14992.4
2700000 14757.1
2710000 15019.3
2720000 15115.3
2730000 15492
2740000 15730.8
2750000 15879.1
2760000 15959.1
2770000 16116
2780000 16443.6
2790000 16489.7
2800000 16521.1
2810000 17013.3
2820000 17101.5
2830000 17081.4
2840000 17139.2
2850000 16957.9
2860000 16911
2870000 16980
2880000 16956.2
2890000 17328.8
2900000 16905.8
2910000 17190.2
2920000 17020.4
2930000 16692
2940000 17007.1
2950000 17341
2960000 17159.1
2970000 17157
2980000 17058.7
2990000 17523.7
3000000 17539.1
3010000 17422.3
3020000 17389
3030000 17796.5
3040000 17860.6
3050000 17787.3
3060000 17475.9
3070000 17467.3
3080000 17413.2
3090000 17502.9
3100000 17616.9
3110000 17558.2
3120000 17606.6
3130000 16860.9
3140000 16746.4
3150000 17169.6
3160000 16715.2
3170000 16688.3
3180000 16779.3
3190000 16884.4
3200000 16802.9
3210000 16730.6
3220000 17185.9
3230000 17448.7
3240000 17178
3250000 17979.6
3260000 18477.6
3270000 18714.5
3280000 19188.9
3290000 19362
3300000 20148.9
3310000 20099.6
3320000 19826.8
3330000 19874.9
3340000 19857.9
3350000 19958.6
3360000 20128.8
3370000 20266.3
3380000 20433.4
3390000 20709.9
3400000 20494.4
3410000 20288.7
3420000 20485.4
3430000 20797.8
3440000 21867.4
3450000 22326.7
3460000 22590.9
3470000 22203.1
3480000 21583.8
3490000 21237
3500000 20901.5
3510000 20668.1
3520000 20835.5
3530000 20457.6
3540000 19940.9
3550000 19741.1
3560000 19490.5
3570000 19501.6
3580000 19041.2
3590000 18805
3600000 19034.8
3610000 19026.8
3620000 19225.3
3630000 19582.8
3640000 19031.6
3650000 19177.9
3660000 19112.3
3670000 19393.7
3680000 19587.7
3690000 19915.4
3700000 19736.6
3710000 20024.3
3720000 20191.1
3730000 20213.2
3740000 20441.1
3750000 20272.8
3760000 20810.7
3770000 20852.3
3780000 20801.1
3790000 20614.7
3800000 20630.4
3810000 20815.4
3820000 20985.2
3830000 21030.2
3840000 21402.8
3850000 21264.5
3860000 20991.4
3870000 20952.1
3880000 21122.5
3890000 21240.3
3900000 21196.5
3910000 21441.6
3920000 21624.8
3930000 21486.6
3940000 21365.3
3950000 21749.7
3960000 22034
3970000 22019.1
3980000 22027.9
3990000 22401.7
4000000 22626.9
4010000 22430.3
4020000 23017.8
4030000 22980.6
4040000 23016.4
4050000 23336.4
4060000 23008.5
4070000 23279.8
4080000 24178.8
4090000 24404.6
4100000 24267.4
4110000 23960.1
4120000 23952.2
4130000 24055.8
4140000 24242.6
4150000 24332.5
4160000 25161.9
4170000 24992
4180000 25561.3
4190000 25900.1
4200000 25959.4
4210000 26223.2
4220000 26203.8
4230000 26333.3
4240000 26094
4250000 26161.2
4260000 26712
4270000 26754.3
4280000 26678.6
4290000 26914
4300000 26983.7
4310000 26746.9
4320000 26703.6
4330000 26975.5
4340000 27143.9
4350000 27614.2
4360000 27369.7
4370000 27668.5
4380000 27834
4390000 27799.1
4400000 28192
4410000 28414.6
4420000 27967.3
4430000 27931.7
4440000 27884.2
4450000 28565.7
4460000 28464.8
