# Time-averaged data for fix msd
# TimeStep c_msd[4]
1400000 921.959
1410000 1389.39
1420000 1756.07
1430000 2002.62
1440000 2156.72
1450000 2518.1
1460000 2698.37
1470000 2805.44
1480000 2886.78
1490000 3128.19
1500000 3275.23
1510000 3204.8
1520000 3529.87
1530000 3512.44
1540000 3820.78
1550000 4168.22
1560000 4453.47
1570000 4691.15
1580000 4829.04
1590000 4845.07
1600000 4994.53
1610000 5085.7
1620000 5193.04
1630000 5462.86
1640000 5609.38
1650000 5616.22
1660000 5692.62
1670000 5863.08
1680000 6310.74
1690000 6312.1
1700000 6652.74
1710000 6665.26
1720000 6860.88
1730000 7185.06
1740000 7539.56
1750000 7604.26
1760000 7681.88
1770000 7623.21
1780000 7884.28
1790000 7825.53
1800000 7976.78
1810000 8249.32
1820000 8499.14
1830000 8635.87
1840000 8558.6
1850000 8573.03
1860000 8338.18
1870000 8510.84
1880000 8330.12
1890000 8223.62
1900000 8755.16
1910000 9284.9
1920000 9611.79
1930000 9899.66
1940000 10763.9
1950000 10931.6
1960000 10998.1
1970000 11271.8
1980000 11929.6
1990000 11830.1
2000000 11472.6
2010000 11430.1
2020000 11602.6
2030000 11720
2040000 11886.7
2050000 12146
2060000 12179.5
2070000 12201.9
2080000 12468.3
2090000 12737.9
2100000 13108.2
2110000 13249.4
2120000 13603.1
2130000 14052.1
2140000 13879.6
2150000 14214.5
2160000 13902.7
2170000 14220.7
2180000 14505.4
2190000 14764.6
2200000 14658.2
2210000 14571.8
2220000 14460.9
2230000 14026.7
2240000 14207
2250000 14359.6
2260000 14616.7
2270000 14887.6
2280000 15368
2290000 15960.3
2300000 16318.8
2310000 16556.4
2320000 16721.7
2330000 17051.9
2340000 16765.1
2350000 17290.5
2360000 18137
2370000 18150.9
2380000 18279.5
2390000 18378.4
2400000 18071.2
2410000 18034.9
2420000 18036.8
2430000 18278.9
2440000 18012.2
2450000 18005.9
2460000 17852.1
2470000 18015.9
2480000 18106.6
2490000 19072.1
2500000 19481.4
2510000 19439.1
2520000 19566.9
2530000 19514.1
2540000 19677.9
2550000 19601.9
2560000 19888.3
2570000 19782.2
2580000 20162.5
2590000 20297.1
2600000 20555
2610000 20701
2620000 21374.4
2630000 22266.6
2640000 22041.6
2650000 22010.4
2660000 21758.3
2670000 21628.9
2680000 21930.7
2690000 22117.5
2700000 22431.2
2710000 22311.8
2720000 21617.5
2730000 21641.6
2740000 21719.1
2750000 22042
2760000 22330.2
2770000 23123.7
2780000 23030.4
2790000 23392.8
2800000 23887.9
2810000 23933.4
2820000 24434.1
2830000 24809.4
2840000 24834
2850000 24721.7
2860000 24704.7
2870000 25407.9
2880000 24983.4
2890000 25169.8
2900000 25024.6
2910000 24785.8
2920000 24820.7
2930000 25258.9
2940000 25325.9
2950000 25372.6
2960000 25422.1
2970000 25521.9
2980000 25200.4
2990000 25205
3000000 25380.4
3010000 25375.4
3020000 25956.1
3030000 26062.7
3040000 26191.3
3050000 25626.9
3060000 25690.7
3070000 26408.2
3080000 26068.5
3090000 26248.6
3100000 26138.9
3110000 26686.9
3120000 26755.6
3130000 26793.5
3140000 26916.1
3150000 27783
3160000 27763.9
3170000 28134.7
3180000 28138.5
3190000 28354.4
3200000 28549.3
3210000 28716.3
3220000 28335.2
3230000 28289.5
3240000 28261.7
3250000 28431.5
3260000 28512.8
3270000 28583.7
3280000 29207.1
3290000 29272
3300000 29750.6
3310000 30043.7
3320000 30858.1
3330000 31714.8
3340000 32214.1
3350000 32903.5
3360000 33013.1
3370000 33481.7
3380000 34093.7
3390000 34792.4
3400000 35332.3
3410000 35797.2
3420000 35498.1
3430000 36143.7
3440000 36171.6
3450000 35851.7
3460000 36015.9
3470000 36204.9
3480000 36332
3490000 36914
3500000 36595.8
3510000 37121.7
3520000 37258.5
3530000 37299.6
3540000 38000.3
3550000 38000.3
3560000 37563
3570000 36766.6
3580000 36570.5
3590000 36807.9
3600000 36257
3610000 36154.6
3620000 35999.4
3630000 36208.1
3640000 36418.9
3650000 35593.3
3660000 35374.7
3670000 35966.2
3680000 36623.6
3690000 37123.4
3700000 37187.7
3710000 37745.3
3720000 38982.4
3730000 38735.7
3740000 38914.8
3750000 39166.9
3760000 39161.5
3770000 39063.9
3780000 38655.1
3790000 39051.3
3800000 39830
3810000 39947.3
3820000 40599.6
3830000 41160.8
3840000 41099.2
3850000 41413.8
3860000 41231.7
3870000 41009.9
3880000 40643.2
3890000 41678.9
3900000 42102.9
3910000 42300.3
3920000 42785.7
3930000 42826.2
3940000 42708.8
3950000 43396.2
3960000 43756.3
3970000 43144.3
3980000 42543
3990000 42449.5
4000000 42901.4
4010000 42717.4
4020000 43072.6
4030000 43030.1
4040000 43210.2
4050000 42620.3
4060000 42604.1
4070000 42724.4
4080000 42828.1
4090000 42369.4
4100000 42597.9
4110000 42927.8
4120000 43295.7
4130000 43349.9
4140000 43310.2
4150000 43144.6
4160000 42845
4170000 43010.4
4180000 43003.4
4190000 42701.9
4200000 42588
4210000 42987.2
4220000 43717.2
4230000 43755.2
4240000 43396.7
4250000 43102.7
4260000 42838
4270000 43022.9
4280000 43342
4290000 43151.2
4300000 43905.7
4310000 44599.7
4320000 45531.8
4330000 45443.5
4340000 46025.8
4350000 45870.2
4360000 46174.7
4370000 46197.9
4380000 46349.5
4390000 46122.5
4400000 46337.7
4410000 46779.8
4420000 46997.2
4430000 46510.9
4440000 46845.6
4450000 46559.3
4460000 46516.2
4470000 46584.3
4480000 47555.9
4490000 47566.5
4500000 47658.6
4510000 48323
4520000 47942.6
4530000 47921.2
4540000 47678.7
4550000 47123.2
4560000 47510
