# Time-averaged data for fix msd
# TimeStep c_msd[4]
1400000 646.453
1410000 1032.02
1420000 1328.45
1430000 1555.8
1440000 1618.04
1450000 1730.17
1460000 1859.42
1470000 1886.17
1480000 1906.75
1490000 2026.29
1500000 2218.31
1510000 2375.98
1520000 2549.04
1530000 2765.2
1540000 2835.11
1550000 2879.23
1560000 3194.1
1570000 3331.84
1580000 3539.66
1590000 3685.03
1600000 3601.69
1610000 3625.28
1620000 3599.26
1630000 3503.29
1640000 3545.46
1650000 3695.54
1660000 3961.11
1670000 4195.97
1680000 4122.62
1690000 4283.57
1700000 4293.29
1710000 4422.42
1720000 4429.92
1730000 4458.73
1740000 4589.15
1750000 4602.63
1760000 4727.13
1770000 4591.27
1780000 4634.19
1790000 4679.38
1800000 4605.71
1810000 4724.1
1820000 4799.9
1830000 4926.54
1840000 4842.43
1850000 4925.77
1860000 5030.09
1870000 5015.33
1880000 5087.52
1890000 4959.35
1900000 5055.47
1910000 5093.52
1920000 5333.55
1930000 5401.61
1940000 5695.94
1950000 5879.72
1960000 5993.51
1970000 6001.07
1980000 6100.77
1990000 6295.78
2000000 6321.8
2010000 6165.84
2020000 6018.92
2030000 6003.4
2040000 6031.31
2050000 6217.43
2060000 6289.96
2070000 6209.63
2080000 6078.54
2090000 6238.53
2100000 6341.15
2110000 6414.85
2120000 6282.78
2130000 6365.5
2140000 6346.76
2150000 6463.42
2160000 6733.12
2170000 6750.72
2180000 6836.56
2190000 7000.8
2200000 7382.35
2210000 7644.63
2220000 7713.94
2230000 7915.61
2240000 7982.22
2250000 8047.78
2260000 7888.94
2270000 7897.3
2280000 8039.28
2290000 8246.78
2300000 8503.59
2310000 8732.28
2320000 8568.5
2330000 8850.21
2340000 8925.02
2350000 8822.17
2360000 8917.71
2370000 9017.86
2380000 9326.42
2390000 9307.35
2400000 9295.42
2410000 9840.88
2420000 10062.3
2430000 9833.01
2440000 9552.78
2450000 9495.18
2460000 9548.57
2470000 9323.3
2480000 9599.87
2490000 9774.08
2500000 9785.39
2510000 10100.5
2520000 9766.01
2530000 9942.64
2540000 10096.1
