Temperature,ConcLow,ConcHigh
260 ,  0.38291518246112527 ,  1.7451464883720904e-05
235 ,  0.5257937504250182 ,  2.4414069310203928e-14
255 ,  0.4182205624778373 ,  0.0002891281654444445
245 ,  0.47240312649850885 ,  6.620589402527298e-09
240 ,  0.48938476742383324 ,  2.4414025687474348e-14
250 ,  0.43914289923528355 ,  9.765628119843239e-14
230 ,  0.5432663324945155 ,  1.2207020418122496e-14
265 ,  0.34882431918112683 ,  0.0030314241997012195
275 ,  0.2882154183320397 ,  0.021717938486302324
