Temperature,ConcLow,ConcHigh
250 ,  0.4436775131307468 ,  9.765626465224618e-14
240 ,  0.4992396008002596 ,  1.536644351496375e-08
230 ,  0.5542842694366742 ,  1.2206988014941838e-14
280 ,  0.2666222340283631 ,  0.013266332698662517
275 ,  0.2928493521217682 ,  0.004913504414109757
265 ,  0.36351103237811083 ,  0.010330606547193182
260 ,  0.3892244692284459 ,  0.005138508013738636
270 ,  0.32765924385755735 ,  0.0012042612819642856
235 ,  0.5293367943513024 ,  2.4414115800860512e-14
245 ,  0.4824015802351 ,  4.8828173878964654e-14
255 ,  0.42130947087150405 ,  8.410500284090942e-06
