Temperature,ConcLow,ConcHigh
230 ,  0.5519655274619877 ,  1.2207067842938417e-14
280 ,  0.2563964522794708 ,  0.009305205104381943
265 ,  0.35216950588591184 ,  0.0001240620648562483
275 ,  0.30033230056945526 ,  0.0006367330325969034
240 ,  0.49507516531707063 ,  2.3228471763009124e-10
250 ,  0.44316465001935595 ,  4.1388994444453074e-07
255 ,  0.422370189752959 ,  1.0405877848837107e-05
245 ,  0.47947181250142246 ,  8.836358695647526e-08
270 ,  0.32459304638804 ,  0.0006939623749329267
260 ,  0.38201886341923513 ,  7.412901662790692e-05
235 ,  0.5227748157430963 ,  2.4414237918732033e-14
