Temperature,ConcLow,ConcHigh
245 ,  0.4699115574266648 ,  1.1579555555566422e-07
255 ,  0.4204627517565676 ,  4.799310166477275e-05
235 ,  0.5189182496936883 ,  4.882809262587374e-14
260 ,  0.38245102784694285 ,  2.862111392857137e-05
270 ,  0.32481645078221133 ,  0.004811561912304963
275 ,  0.27552592288314526 ,  0.011627879283038461
265 ,  0.3477509982745942 ,  0.0003333294907987803
230 ,  0.5527428802873077 ,  2.4413972100422105e-14
280 ,  0.2582611406894346 ,  0.025623935356118423
250 ,  0.4396525648811542 ,  2.873594444443507e-07
240 ,  0.493922184095719 ,  7.797549456519712e-07
