Temperature,ConcLow,ConcHigh
240 ,  0.49574924433909057 ,  1.5688145366532993e-09
250 ,  0.44782731291447825 ,  2.051956749600214e-06
280 ,  0.26661546375209316 ,  0.0357477752175
230 ,  0.5480843888999757 ,  4.882820190646182e-14
265 ,  0.35987597338701266 ,  0.0004435327295609758
275 ,  0.3079282931642625 ,  0.0115319308604375
270 ,  0.3182837462322809 ,  0.005558181356217948
260 ,  0.3881532515053407 ,  0.0003537920335755813
235 ,  0.5246161471056608 ,  4.03627627659593e-06
255 ,  0.42178652214863405 ,  7.433422039317425e-06
245 ,  0.4733116254610405 ,  1.6896639239130527e-05
