Temperature,ConcLow,ConcHigh
245 ,  0.4778644693307511 ,  2.9297448237599625e-10
255 ,  0.4257161643764036 ,  1.53452707738095e-05
260 ,  0.38915999631320963 ,  0.002525142199404762
270 ,  0.3305053393432808 ,  0.0035410227705499997
235 ,  0.5309475966523785 ,  4.882819039785203e-14
280 ,  0.27376705632276993 ,  0.03248594181464286
230 ,  0.5614736155141907 ,  3.1636688606820664e-08
275 ,  0.3010724846135831 ,  0.012944535815729729
265 ,  0.36244553911564936 ,  0.0018581496915937498
250 ,  0.44847703282475454 ,  8.365013604651038e-06
240 ,  0.5137444519366248 ,  3.3708108888889434e-06
