Temperature,ConcLow,ConcHigh
240 ,  0.48965756469017374 ,  4.882803962434758e-14
250 ,  0.4426333817863521 ,  7.662179521276595e-06
265 ,  0.33255215196341464 ,  0.0007846497221162791
275 ,  0.2822134436985465 ,  0.002992377116217949
230 ,  0.5422604440941968 ,  4.882811982249264e-14
235 ,  0.5166207039576782 ,  2.869529493859505e-09
270 ,  0.32381727429081336 ,  0.009981785188815543
260 ,  0.3830327018943867 ,  0.0003199774835397727
255 ,  0.40670876909577947 ,  1.6117302999999946e-05
245 ,  0.4629863435752572 ,  8.35603989361693e-06
