ConcHigh,ConcLow,Temperature
0.7331489006585848 , 0.0007109965533017084 , 250
0.7167903248285621 , 0.0010865161363530216 , 255
0.7015590039755972 , 0.000633319225759091 , 260
0.6826782363739248 , 0.0008597145431268259 , 265
0.6617248767005344 , 0.0014194907854948877 , 270
0.6415823185455408 , 0.0008373373047236776 , 275
0.6228520530294258 , 0.0014394093205042384 , 280
0.6047965976226923 , 0.0009074263329471521 , 285
0.5834210504900843 , 0.0017270447863958424 , 290
0.5570256693814425 , 0.0021923230886359236 , 295
0.5309788346303 , 0.0018837685505723458 , 300
0.5066708359708324 , 0.005027315425284093 , 305
0.47813972545727407 , 0.0024217997177928582 , 310
