ConcHigh,ConcLow,Temperature
0.7509175401197642 , 0.0010104906070542658 , 250
0.7328090178779648 , 0.0016205781195943701 , 255
0.7106159637666078 , 0.0008053680786761254 , 260
0.6969239909242718 , 0.0012179682068387287 , 265
0.6782727244116625 , 0.0016773939349570672 , 270
0.6584904720096371 , 0.0010332806175394286 , 275
0.637558700085899 , 0.0017164200205242212 , 280
0.6166516932910195 , 0.0012559337947153247 , 285
0.5972423426695597 , 0.0017837065711987657 , 290
0.5736897368319953 , 0.0015990998679902646 , 295
0.5492293685339287 , 0.0015279767365512231 , 300
0.5240982487302728 , 0.0024643863264187335 , 305
0.4995373792559665 , 0.0026529316411100894 , 310
0.4697832137799912 , 0.00837188731301739 , 315
