Temperature,ConcLow,ConcHigh
325 ,  0.3416360818816714 ,  0.0029829141816430016
335 ,  0.24955539623888917 ,  0.08094425182888888
300 ,  0.447849015785824 ,  3.847640635593266e-06
310 ,  0.4021962297995961 ,  0.0015355395873347458
295 ,  0.4785509824008037 ,  3.6727003333333153e-06
290 ,  0.5028468215739865 ,  3.8144299149417557e-16
315 ,  0.3749184317766236 ,  0.0014494843979827587
305 ,  0.4159857613318299 ,  0.00028655500123672684
330 ,  0.2909081573435971 ,  0.020932834314237803
320 ,  0.349605286671083 ,  5.309786651785701e-05
