Temperature,ConcLow,ConcHigh
290 ,  0.5288150587361347 ,  2.2828401639288736e-08
305 ,  0.46286755911871785 ,  2.362280954166666e-05
315 ,  0.40293487439461373 ,  0.0029808352626708376
340 ,  0.24434012352196968 ,  0.0417793852521758
330 ,  0.3046938452120251 ,  0.0068313901569512555
335 ,  0.29343861101016333 ,  0.039716253258270835
325 ,  0.3490457763101213 ,  0.0007938839567796606
310 ,  0.421425700183847 ,  7.934068762711861e-05
300 ,  0.46781093927579764 ,  2.7646782377049352e-06
295 ,  0.501295985961909 ,  2.6080458333330276e-07
