Temperature,ConcLow,ConcHigh
225 ,  0.5803825596485329 ,  6.0596872500000024e-05
235 ,  0.5312514501515571 ,  0.0008760825388541665
260 ,  0.3541552197509393 ,  0.008414650984888888
200 ,  0.6976357155887893 ,  1.220700113091641e-14
210 ,  0.654564897003832 ,  9.071950000009789e-08
255 ,  0.40122966062280385 ,  0.0001427168038888889
245 ,  0.4696644606225898 ,  0.0020000503435204085
240 ,  0.5029541161828842 ,  7.3281154552437e-07
250 ,  0.43850093724573647 ,  0.004070124591306818
215 ,  0.6322784722779626 ,  2.4414103561275462e-14
265 ,  0.3207155329950995 ,  0.04805457392142857
230 ,  0.5585762535654731 ,  1.7570869793455333e-06
220 ,  0.6031804396643018 ,  2.4414039861565673e-14
