Temperature,ConcLow,ConcHigh
260 ,  0.4216707160108403 ,  0.006340371242228261
270 ,  0.33274587760331087 ,  0.00803136912633721
255 ,  0.46258728368549484 ,  0.004647683042111111
210 ,  0.6818365216843163 ,  1.2207063437748177e-14
250 ,  0.4844566202638022 ,  1.043255828125011e-05
240 ,  0.5425618099099356 ,  2.955317708333354e-07
220 ,  0.6442466499229694 ,  2.441404257505105e-14
230 ,  0.5909344365905289 ,  2.4413943526079404e-14
265 ,  0.39140688712894556 ,  0.005497705147383721
