Temperature,ConcLow,ConcHigh
260 ,  0.3442157383529292 ,  0.009911905109076087
235 ,  0.5232945123812796 ,  4.088117551020322e-06
225 ,  0.5832077679333587 ,  2.4414052711795897e-14
245 ,  0.45815485296960173 ,  0.0002919571597959183
255 ,  0.39338787303484873 ,  0.0013269382926063829
210 ,  0.6526642732145914 ,  4.8828144686200754e-14
200 ,  0.6961662122240628 ,  2.4414096391867678e-14
215 ,  0.6360162506250476 ,  1.92988300092281e-07
250 ,  0.4315834015981789 ,  0.0028428077834895837
240 ,  0.49888462538918943 ,  0.00011496123676470569
220 ,  0.6048603029240639 ,  8.705851922371707e-08
230 ,  0.5558334397393107 ,  2.407623787061755e-07
