Temperature,ConcLow,ConcHigh
215 ,  0.6324152124643556 ,  6.139802374571392e-10
240 ,  0.49825244601864 ,  0.00024636786607843135
250 ,  0.44424293933387554 ,  0.0004033659878571429
230 ,  0.5584192596340128 ,  4.7544269230763363e-07
220 ,  0.6109734163696847 ,  7.4732559322416e-06
260 ,  0.35338986268489464 ,  0.007647864516111111
225 ,  0.5802409414338545 ,  7.948725490216088e-08
235 ,  0.5325842179107769 ,  5.40908382352946e-06
255 ,  0.39123546857172925 ,  0.01982630735568188
245 ,  0.47310859058511706 ,  0.0001114189942857143
200 ,  0.6965168143578501 ,  1.2207015038328901e-14
210 ,  0.6553289216636754 ,  4.289133695863475e-09
