ConcHigh,ConcLow,Temperature
0.7079973230234503 , 0.0011034713545434356 , 250
0.6895988014232076 , 0.0004915304488839398 , 255
0.6652443647012233 , 0.0008520614089673417 , 260
0.6488034993107914 , 0.0013717824087143234 , 265
0.6294526199001529 , 0.0008151224375043183 , 270
0.6071159452524758 , 0.0013421083987139573 , 275
0.5917582688187001 , 0.0009669718231988255 , 280
0.5711042777208607 , 0.0021676756609896068 , 285
0.532867801551608 , 0.0026978193995868577 , 290
0.5107448453559665 , 0.0029925595470454962 , 295
0.4933723997578949 , 0.001853679011263233 , 300
0.46272170203212687 , 0.004296499577502564 , 305
0.42645941151188305 , 0.0080708455497053 , 310
