ConcHigh,ConcLow,Temperature
0.7761627841894089 , 0.0012536100751236684 , 250
0.7608890249938527 , 0.00047961967004202976 , 255
0.7447693755025999 , 0.0007302803359113879 , 260
0.7304609026395292 , 0.0010708875676984856 , 265
0.7145435111001185 , 0.0014386967113487893 , 270
0.6985816363895626 , 0.0007700740533985426 , 275
0.6770869192676287 , 0.0009841050476284894 , 280
0.6604905796390017 , 0.0016176608656944251 , 285
0.641297143085575 , 0.0010715542328809087 , 290
0.6171539859535076 , 0.0016681850410231267 , 295
0.6028021091751155 , 0.0010359512631585106 , 300
0.5857065859065576 , 0.0016803547223667096 , 305
0.5599570539952119 , 0.00160354310656248 , 310
0.5376146867956214 , 0.0035032688910326014 , 315
0.5176780811893232 , 0.001979172562731936 , 320
0.4886623014257403 , 0.0020909317872365458 , 325
0.4632000089351738 , 0.004744406282334553 , 330
0.41209200337895674 , 0.006753721187899253 , 335
