ConcHigh,ConcLow,Temperature
0.7236353538536902 , 0.0008162237143505876 , 250
0.7061346931402928 , 0.00137453982367152 , 255
0.6882553681562603 , 0.0006352755213773811 , 260
0.6681323817177137 , 0.0009293476678465314 , 265
0.6478357873093424 , 0.0015061768987442107 , 270
0.6312637133940296 , 0.000983021067920274 , 275
0.6097714555695385 , 0.0006867492769188937 , 280
0.5874781634074534 , 0.0011143120113409387 , 285
0.5706616887531246 , 0.001289495505877381 , 290
0.5434073894545873 , 0.0019688864882415826 , 295
0.5177148292815376 , 0.0022075272422852083 , 300
0.49421954555665726 , 0.0031338586707142153 , 305
0.4622703399637391 , 0.002133892249698397 , 310
0.4435763022399765 , 0.004329877613759975 , 315
