ConcHigh,ConcLow,Temperature
0.6485282701251058 , 0.00093805687634375 , 285
0.6295444022470827 , 0.0013737843501249428 , 290
0.6130252447712901 , 0.000955439263124067 , 295
0.5881991386981026 , 0.001587728810537183 , 300
0.5656606357531598 , 0.001699105861617071 , 305
0.5476808131572742 , 0.0015313732621874943 , 310
0.5198485554397116 , 0.0015467952007161964 , 315
0.4908455301546322 , 0.002971851027890137 , 320
0.46984018099114794 , 0.0045512473682170415 , 325
0.440915397292119 , 0.00799840687194813 , 330
