ConcHigh,ConcLow,Temperature
0.8267481786763174 , 0.001611413089051389 , 270
0.8141945605146368 , 0.0006165003692425409 , 275
0.8003364693701063 , 0.0008534582230256149 , 280
0.7838102821310342 , 0.001146637760262598 , 285
0.7717293200006136 , 0.0016232451969354913 , 290
0.7566060846476403 , 0.0007203899402917788 , 295
0.738692131236866 , 0.001111876956853919 , 300
0.7241383582295983 , 0.0015902580765949001 , 305
0.7064438222987929 , 0.0008348752195510272 , 310
0.6907045205203246 , 0.0011082646869885046 , 315
0.6532013458410909 , 0.001092712192549739 , 325
0.6361260656218077 , 0.0016447735271413865 , 330
0.6197535806080697 , 0.0010750217431423732 , 335
0.6011600762608037 , 0.002627600116385081 , 340
0.5751180957663515 , 0.0016359721852593288 , 345
0.5555545545437938 , 0.0026254466553886214 , 350
0.5316097659845448 , 0.0017694562787333437 , 355
0.5119619696112299 , 0.004915753043372003 , 360
0.4827637178207272 , 0.0030585142660959092 , 365
