ConcHigh,ConcLow,Temperature
0.807840465282457 , 0.0015561208690203034 , 250
0.793384588652302 , 0.000535048165105478 , 255
0.7798061541614711 , 0.0007640530491379902 , 260
0.7637146422068164 , 0.0010573989073135498 , 265
0.7465844747928911 , 0.0004924881729248187 , 270
0.7276410432644879 , 0.0007483018611795078 , 275
0.7118117221900956 , 0.0011350355727040378 , 280
0.6942074048531465 , 0.001688423758369488 , 285
0.6791447028498773 , 0.0008801815210881332 , 290
0.6623097029326688 , 0.0014450222239708545 , 295
0.6415531610246353 , 0.001040151285617268 , 300
0.6189772407127939 , 0.001625365850908273 , 305
0.599959419308536 , 0.0011478859873116612 , 310
0.5817629450305571 , 0.001958544038786249 , 315
0.5603471410478541 , 0.0023778723558187387 , 320
0.529519597452268 , 0.0025982370984566007 , 325
0.508049968692359 , 0.004038315454803133 , 330
0.485776196569159 , 0.0036938940564725958 , 335
0.44656983168150743 , 0.0061736396037047935 , 340
