Temperature,ConcLow,ConcHigh
355 ,  0.4444396376255031 ,  0.011118176983532608
345 ,  0.49357428980241236 ,  0.0013730365869565218
325 ,  0.5910519696476776 ,  6.427756489361492e-06
335 ,  0.5450135732328771 ,  7.630335885416617e-06
370 ,  0.3671816995440301 ,  0.031818189396833334
360 ,  0.4161325236826556 ,  0.01500305842824468
365 ,  0.37893529964236744 ,  0.01426468053971591
375 ,  0.3033652232442746 ,  0.03770008884690471
330 ,  0.5780190403158114 ,  5.672294629584359e-06
320 ,  0.611135819927013 ,  4.8828086051556954e-14
340 ,  0.5195632795702071 ,  0.0004007395994999999
350 ,  0.4815584167838601 ,  0.0010605402251666666
