Temperature,ConcLow,ConcHigh
325 ,  0.5885751126410314 ,  1.6377921874999287e-06
335 ,  0.538372105495764 ,  6.156667551020415e-06
370 ,  0.3456760522627166 ,  0.026610787035763864
360 ,  0.4080570717415131 ,  0.013617155302222222
355 ,  0.4262621866019824 ,  0.0020541095175568183
345 ,  0.49801167580449596 ,  0.005675728080677084
340 ,  0.5191546503495309 ,  7.263680266667873e-05
350 ,  0.47168948864962906 ,  0.0038834118608854166
365 ,  0.3852092063275146 ,  0.024969138162444445
330 ,  0.5586194212085959 ,  0.0002505105345833333
320 ,  0.5935391218586018 ,  2.4414130502349497e-14
