Temperature,ConcLow,ConcHigh
400 ,  0.41044881690326257 ,  0.009098439497554348
370 ,  0.557902701325162 ,  5.765540224120015e-07
360 ,  0.5960090053390408 ,  6.342897573130808e-08
325 ,  0.704868419905261 ,  4.8828053220775146e-14
335 ,  0.6777930897309924 ,  2.441414676903239e-14
385 ,  0.48352656930353216 ,  0.00055777282
355 ,  0.6106519331841774 ,  2.4414109920925878e-14
345 ,  0.6479919071029125 ,  2.4414099019999218e-14
340 ,  0.6663117391173049 ,  1.243876743053174e-09
350 ,  0.627433687990766 ,  9.79185204081876e-07
390 ,  0.47231021931434913 ,  0.005895073790054348
380 ,  0.5125252280609061 ,  0.0050797287000520835
330 ,  0.6959230234662576 ,  5.666498631155066e-10
320 ,  0.7233156138853237 ,  2.4414088132807992e-14
365 ,  0.5750434935533398 ,  0.0004147353261224491
375 ,  0.5272542726198931 ,  0.0006667803746666665
