Temperature,ConcLow,ConcHigh
340 ,  0.5886495822462229 ,  4.8828080865290897e-14
350 ,  0.5440187826407238 ,  0.0025867159477040817
390 ,  0.33263128998710795 ,  0.027852733888641304
380 ,  0.40436729139674826 ,  0.02198941683948864
330 ,  0.6204546892078501 ,  1.661218749998618e-07
320 ,  0.6693438822998102 ,  4.8828305913933484e-14
365 ,  0.4522533924847222 ,  0.0076541446257777776
375 ,  0.3924603637824655 ,  0.010919336374268293
370 ,  0.43497001686350667 ,  0.008631228347619048
360 ,  0.49974153205952865 ,  0.003821954253351064
325 ,  0.6450760555646783 ,  4.8828087863348316e-14
335 ,  0.6051394170498355 ,  3.6903085000002803e-07
385 ,  0.36077301867156175 ,  0.02946872424214286
355 ,  0.5296230339687046 ,  0.0019429778733152175
345 ,  0.5596465708092183 ,  5.2154811734692085e-06
