Temperature,ConcLow,ConcHigh
365 ,  0.3450926650763197 ,  0.024758745138
320 ,  0.5855191697899723 ,  9.480345833333772e-07
330 ,  0.5441805095802936 ,  0.0005756468815217391
350 ,  0.43245534010121 ,  0.008735902311777777
340 ,  0.4911078967356749 ,  0.00879523995673913
345 ,  0.45996454250003665 ,  0.00531874412877907
355 ,  0.3991207303596413 ,  0.01519451791287234
335 ,  0.5240942027092995 ,  0.0006256652186111112
325 ,  0.5640643284496528 ,  7.162004176387152e-07
360 ,  0.37329423868782746 ,  0.009318345055337837
370 ,  0.289611412403744 ,  0.04062174489512195
